Feature,Importance_High,Importance_Medium,Importance_Low
Verify Borrowers Information -> Request Co-Signer On Loan,-0.017536655140075172,-0.026318529367220504,-0.00830882244735127
Loan Officer 3 -> Loan Officer 2,-0.017477774647217593,-0.030873118016929768,-0.0017044702029528481
Loan Officer 5 -> Loan Officer 1,-0.016188988963919102,-0.00012205782896647938,-0.018150680620836853
Hotline -> Resource 3,0.015054585841210619,-0.014931194164829447,0.015006485225372243
Hotline -> Resource 4,0.01493548269439359,-0.004095080172253173,0.001366098116881186
Resource 4 -> Resource 4,0.014777409614496797,-0.005608834715309519,0.000626213953814005
Loan Officer 5 -> Loan Officer 5,-0.014647105265328041,-0.039942838560673766,-0.03360777632225821
Resource 4 -> Hotline,0.014562393665816065,0.0035394994983825165,0.0019938497792252514
Hotline -> Resource 1,0.01451113644475755,-0.0017983268496986403,-0.005823334151442515
Loan Officer 2 -> Loan Officer 4,-0.014466848148925812,-0.02845041025138263,-0.0026166204708804397
Make Visit to Assess Colatteral -> Make Visit to Assess Colatteral,0.0137696294950146,0.0013649910093649854,0.009772918375773123
Loan Officer 5 -> Loan Officer 3,-0.013728730358825719,-0.009380346428200311,-0.0031607284997782425
Resource 1 -> Hotline,-0.013686842823975259,0.0066852344960032836,0.019319288248458612
Resource 3 -> Online System,-0.013618140214804234,-0.002473205594671439,-0.0005589766999289695
Loan Officer 3 -> Loan Officer 3,-0.013265133859120957,-0.01589901588933402,-0.005624839771396954
Resource 5 -> Resource 1,0.0130950761809781,0.00879678684621337,-0.002133827776211207
Loan Officer 4 -> Loan Officer 5,-0.012404384799926371,-0.03508553442582204,-0.014088706939113191
Hotline -> Resource 5,-0.011414166190343602,0.008645242489247532,0.0011304259288761052
Resource 2 -> Resource 5,-0.011008545737690374,0.006556524369886433,0.0011933211522127808
Resource 3 -> Hotline,-0.010769952506941002,-0.014963682720490456,0.002475751156461415
Resource 4 -> Online System,0.010576895425516375,-0.005158675359437191,0.004705424061650508
Resource 5 -> Resource 5,-0.010496445040963929,-0.012324433481163879,-0.0010447840101030033
Resource 4 -> Resource 1,-0.00999754197577295,0.0026666851633465535,0.00316229057373634
Resource 1 -> Resource 4,0.009776871484392926,-0.006526308516974055,0.011467853676939749
Loan Officer 4 -> Loan Officer 2,-0.009274464638651786,-0.04404743739436525,-0.015710602545621004
Make Visit to Assess Colatteral -> Request Co-Signer On Loan,-0.008892636350245127,-0.013902208221882628,0.025802822924302388
Resource 3 -> Resource 1,-0.00862486710940696,0.006872742398878945,0.007006005041844782
Loan Officer 1 -> Loan Officer 5,-0.008249678489529295,-0.03227337027315896,-0.002114466850815823
Resource 2 -> Resource 2,0.008202387215051215,-0.01887648135371845,-0.0018939759713353676
Resource 2 -> Resource 4,-0.007845025933196212,-0.0017018051517333557,-0.004925743607434878
Loan Officer 2 -> Loan Officer 3,-0.007351048417072181,-0.019567250964829367,-0.005621017783810933
Resource 3 -> Resource 2,-0.007312545345390312,0.0012322151372304083,0.005221986282341188
Resource 1 -> Resource 3,-0.007294154771041485,0.009863262455792266,-0.02751083386168827
Resource 4 -> Resource 2,0.007021125225756547,0.005849810836171953,0.0046266344266500375
Resource 5 -> Resource 4,0.006849340292511792,-0.02408024856452656,0.0009492889927881261
Hotline -> Resource 2,-0.006666473780480286,7.730046667682144e-05,-0.0015986694272732919
Resource 5 -> Resource 2,-0.006547967819961263,-0.008303914751291592,-0.0014498353440026705
Resource 5 -> Hotline,0.006290463779871719,-0.007969695524400138,0.0002610857509637253
Resource 1 -> Resource 2,-0.006121644328803655,-0.012971815223804065,0.009686187973457855
Resource 1 -> Resource 1,0.005908687753384581,-0.010592184059101173,0.006562379771901179
CreditScore_Moderate,-0.0057291103841268795,0.013747440479345535,0.01712164620876122
Hotline -> Hotline,-0.005479740488780346,0.00987233766274,-0.0037314155694490427
Resource 3 -> Resource 3,-0.005041758964982496,0.0043168320531192005,0.0009553418259932063
CreditScore_Excellent,-0.005032562798796549,-0.006187606112016952,-0.001791660069257212
Resource 5 -> Online System,-0.004870946834695599,-0.0019821238776843984,-0.00043335827931337506
Resource 2 -> Hotline,0.004182332472329169,0.003951545465196634,-0.01601010705476029
Resource 3 -> Resource 4,-0.003649915064799134,0.0012856908183938732,0.014388280802798154
Resource 1 -> Resource 5,0.0036441062018426383,-0.029292674724473673,0.01029512739592649
Resource 2 -> Resource 3,0.002588580824309717,-0.004281853766014448,0.010860228578704664
Request Co-Signer On Loan -> Make Visit to Assess Colatteral,-0.0023631786530770257,-0.002528540000527739,0.0005712822877662588
Resource 3 -> Resource 5,-0.002361408136379917,-0.008516116728609439,-0.007119562253172039
Online System -> Loan Officer 1,-0.00208659307427206,-0.003468040465092123,0.0025429852563823834
case:age,0.0019913654391511045,0.0022802916137939435,0.001588193434878242
case:yearsOfEducation,-0.0019911046816510534,9.933813433962261e-05,-0.00035365255206870345
case:german speaking,-0.0019426853150516868,-0.0007353539502805341,0.00029580861462519297
Hotline -> Online System,-0.0010977783176488968,0.0011023623674380604,-0.0007522632138935445
Online System -> Loan Officer 3,-0.001022312682835996,0.0003422103569006143,1.0311932024685997e-05
case:CreditScore,0.000934207427518962,0.0007646503647120283,-0.0026522183418515857
Online System -> Loan Officer 4,0.0008003717357134331,-0.002903151510108868,-0.0013534878718344438
Online System -> Loan Officer 2,0.0007755466707360202,-0.0024584137196049525,0.001026409839262801
Resource 2 -> Online System,-0.0007310176215419581,-0.0044878686179309,0.0008322464860768536
Online System -> Loan Officer 5,-0.0007060319962085864,0.005328735410395918,-0.0021866909484551185
Resource 4 -> Resource 5,-0.0006464392797378093,0.003959455038025688,0.0024690790787642697
case:gender,-0.0005424465497164636,0.000903950186447049,0.00017087621140895518
case:citizen,0.0004494349230081551,0.00012247970502432957,0.000935627474684482
Loan Officer 5 -> Loan Officer 4,-0.000394858100850601,-0.014588549572094734,-0.01080377056973951
Resource 1 -> Online System,0.00028988334069414423,0.005560465442652511,0.001450210508602375
CreditScore_High,0.00023436455912284121,0.00045299855274768934,-0.00041532528926926357
CreditScore_Medium,-2.9835092703900737e-05,-0.0013832229437739246,0.0005234205164137527
Hand In Credit Appliaction -> Verify Borrowers Information,0.0,0.0,0.0
Request Appointment -> Set Appointment,0.0,0.0,0.0
CreditScore_Low,0.0,0.0,0.017316789412095863
Set Appointment -> Hand In Credit Appliaction,0.0,0.0,0.0
